2,972094	7,3648872
4,0804683	7,5485103
7,2653968	26,0515318
6,2383054	25,6143941
4,1310263	6,1158525
4,3938589	6,7388688
4,9080829	7,1347586
3,3917216	6,4591289
4,9388455	25,1174543
5,4543325	24,8405647
4,9266043	25,413752
4,1526283	7,6184924
3,2370523	7,613226
3,7814438	6,9786834
4,3115798	7,0515608
4,1621829	7,2245523
6,3186273	24,7637333
6,0562123	25,721616
4,2898381	7,3768999
3,7273755	7,0158418
3,1640316	7,3586673
6,3194867	25,8709081
6,4647126	25,0793834
2,8349197	6,9445109
7,2820854	25,3371083
2,9556866	6,4903649
3,6797118	7,4002305
6,0325429	25,3904277
2,085229	7,2719291
5,5633931	25,4846447
6,7381187	24,711327
5,3905784	25,6311851
3,6684199	7,0381006
3,425732	6,4628722
5,4167969	24,5821393
3,1351307	6,6341457
4,2232298	6,2962356
3,7074209	6,8509465
6,5744245	25,6691612
5,660985	25,3078785
5,3613982	25,2930366
3,699182	7,1714301
6,596514	24,8297986
6,6238774	25,94513
5,9821496	25,4301815
4,5954932	26,4504269
6,0514542	25,9247658
3,073187	7,5119594
5,4991676	7,0966598
5,7945294	25,0836292
3,7115199	7,1060037
6,4836825	26,3294936
5,5548822	26,1007053
2,8932974	7,1172732
3,1104607	7,6918426
7,1625063	25,4281427
4,0037683	6,8603256
3,614182	6,494918
3,6540356	7,3006579
6,3391264	25,59913
3,8255239	7,3158182
3,4845292	7,4624894
5,7326356	25,9249561
2,7335684	7,192726
3,3218258	6,8405147
5,2043318	25,2264574
3,8230748	7,3916508
3,8185556	6,0676871
6,2387288	25,5145402
3,1743709	6,8090495
4,1734285	6,9081737
3,8471499	7,2134908
5,3725109	25,1130462
3,7495171	7,8012078
4,2242881	6,7094502
5,2414231	24,5344454
4,8690433	25,7202179
5,9995755	25,1395532
4,2317321	7,8012209
5,2203166	25,1001352
4,5822344	6,6507083
4,7016311	6,9738908
7,7379418	25,4753543
6,8954965	24,9692452
5,9370002	24,4272515
5,0905778	7,2780348
4,5863956	6,8121088
5,9058692	25,3650311
5,5390322	25,6055394
6,4397311	25,5773365
7,2762939	25,2014235
4,1895169	6,9409078
6,3275108	26,2042874
4,1424807	7,2046149
6,9876036	25,383383
5,5336774	25,2967421
5,8220008	25,7188103
3,8328816	6,2673578
4,9924272	7,9135778
3,8589027	7,1218786
4,0572696	7,348133
3,7954936	6,7668859
3,2346308	6,7993087
4,3720176	7,5393015
3,3399979	7,2390992
3,1899603	6,6373597
2,4900924	6,7988493
4,7681159	25,3836861
4,5150892	7,1505533
3,9855151	6,4308636
6,2697539	25,6170855
4,2235847	6,390787
4,0056893	7,0773811
3,9514315	6,7179218
5,2474699	26,2634137
4,5696021	7,0854718
3,3616214	7,0582997
7,4134145	26,0880836
6,1530488	25,0559437
3,6554594	7,2775543
4,1220396	7,6815412
2,6353827	7,1282684
5,2827271	25,0775596
6,8322627	25,4093225
5,5254184	25,4107887
3,491501	7,1544108
2,6891448	6,3144886
6,071115	25,4719327
5,414093	26,1933757
4,6050065	6,8745214
4,2473885	7,3052962
6,3287763	25,8889297
5,031562	25,7133178
5,9603094	26,4333523
3,32251	7,3094354
6,3379693	25,7731026
5,6536189	26,1019684
5,5238237	26,262211
3,6654007	7,14451
5,0617407	25,637857
5,8882203	25,0116372
6,2039039	25,0422023
6,1643794	25,656935
3,8687738	6,6914402
3,9839034	7,3782855
3,5540491	7,2592649
5,9170973	25,6141333
2,8210853	7,1591637
4,3909481	6,5958748
3,795173	6,8803865
3,3482494	6,8347591
6,2230131	25,8483367
4,9921901	24,8459584
2,9234122	7,3714998
5,5626519	25,3973664
3,6810724	7,0620916
3,2480096	7,0051827
5,0499067	25,7004213
4,128865	7,6337521
3,1048651	6,9832072
4,8061352	7,025189
4,0498667	7,5648285
5,8519738	25,4765733
6,0689784	24,9584057
6,0537594	24,9673055
6,7977994	24,7993277
5,1645274	25,0113338
5,875469	25,7900392
3,5253996	6,8948012
3,1800775	6,9030309
6,0894263	25,025911
5,8694884	25,6323508
3,8890377	6,8986772
2,799855	7,3581611
6,0367643	25,7119667
3,7744104	6,3065977
4,134751	6,9211555
5,7209517	26,4411247
5,9543787	25,3528501
4,0459046	7,3560207
4,1731926	7,5393793
5,278951	26,2057959
3,6653519	6,6549193
6,1817173	25,5165014
4,1417134	7,4550843
5,1674459	25,7052606
6,8393791	24,6813646
5,3552756	25,5913891
5,8051856	24,7830052
5,8986678	25,8154418
4,3708858	7,3318057
5,0649696	25,5844613
6,7143734	26,1347106
3,3205091	6,9500459
3,8628319	6,8786972
4,4036195	6,9149066
4,129516	7,8478577
2,7109706	6,8495671
5,4802185	25,3209515
5,0752192	8,0137021
5,7276406	25,5442666
5,4272882	6,790578
4,9937369	25,0259305
6,0648333	25,0006247
6,9942682	25,1257424
2,5384573	7,4947124
4,7806033	7,9242227
5,3483129	25,1548152
